"year","datetime","latitude","longitude","cbsd_foliar_bool","cbsd_stem_bool","cbsd_root_bool","cmd_foliar_bool","adult_whitefly_mean","num_plants_surveyed_any","num_plants_surveyed_whitefly","cbsd_any_bool","crnd_foliar_bool","crnd_stem_bool","crnd_root_bool","crnd_any_bool","cbsd_or_crnd_any_bool","country_code","data_source","merged_id"
2008,NA,3.64316,31.64639,FALSE,NA,NA,FALSE,0.133333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_138"
2008,NA,0.45085,31.83038,TRUE,NA,NA,TRUE,0.642857143,NA,NA,TRUE,NA,NA,NA,NA,TRUE,"UGA","uga_paper_data","merged_id_139"
2008,NA,0.4558,31.77486,FALSE,NA,NA,TRUE,85.8125,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_140"
2008,NA,0.50593,31.55276,FALSE,NA,NA,FALSE,14.55555556,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_141"
2008,NA,0.60589,31.39281,FALSE,NA,NA,TRUE,47.06666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_142"
2008,NA,0.62725,31.38388,FALSE,NA,NA,TRUE,0.666666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_143"
2008,NA,0.6536,31.36943,FALSE,NA,NA,FALSE,6.6,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_144"
2008,NA,2.50099,31.11962,FALSE,NA,NA,FALSE,0.266666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_145"
2008,NA,2.51773,31.13052,FALSE,NA,NA,TRUE,0.4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_146"
2008,NA,2.5465,31.03402,FALSE,NA,NA,FALSE,0.533333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_147"
2008,NA,2.53263,31.08132,FALSE,NA,NA,FALSE,0.4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_148"
2008,NA,2.50416,31.00195,FALSE,NA,NA,TRUE,1.466666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_149"
2008,NA,2.48088,31.19456,FALSE,NA,NA,TRUE,0.857142857,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_150"
2008,NA,2.54359,31.22492,FALSE,NA,NA,TRUE,0.733333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_151"
2008,NA,2.55775,31.24088,FALSE,NA,NA,TRUE,0.466666667,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_152"
2008,NA,2.57482,31.25047,FALSE,NA,NA,TRUE,0.533333333,NA,NA,FALSE,NA,NA,NA,NA,FALSE,"UGA","uga_paper_data","merged_id_153"
